"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/01/2019","AQS","350130021","1","35","ppb","33","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/02/2019","AQS","350130021","1","11","ppb","10","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/03/2019","AQS","350130021","1","19","ppb","18","6ZM Desert View","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/04/2019","AQS","350130021","1","23","ppb","22","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/05/2019","AQS","350130021","1","33","ppb","31","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/06/2019","AQS","350130021","1","38","ppb","36","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/07/2019","AQS","350130021","1","13","ppb","12","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/08/2019","AQS","350130021","1","19","ppb","18","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/09/2019","AQS","350130021","1","26","ppb","25","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/10/2019","AQS","350130021","1","20","ppb","19","6ZM Desert View","21","88.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/11/2019","AQS","350130021","1","7","ppb","7","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/12/2019","AQS","350130021","1","20","ppb","19","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/13/2019","AQS","350130021","1","13","ppb","12","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/14/2019","AQS","350130021","1","37","ppb","35","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/15/2019","AQS","350130021","1","36","ppb","34","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/16/2019","AQS","350130021","1","25","ppb","24","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/17/2019","AQS","350130021","1","17","ppb","16","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/18/2019","AQS","350130021","1","11","ppb","10","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/19/2019","AQS","350130021","1","20","ppb","19","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/20/2019","AQS","350130021","1","35","ppb","33","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/21/2019","AQS","350130021","1","34","ppb","32","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/22/2019","AQS","350130021","1","11","ppb","10","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/23/2019","AQS","350130021","1","27","ppb","25","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/24/2019","AQS","350130021","1","32","ppb","30","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/25/2019","AQS","350130021","1","40","ppb","38","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/26/2019","AQS","350130021","1","30","ppb","28","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/27/2019","AQS","350130021","1","20","ppb","19","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/28/2019","AQS","350130021","1","43","ppb","41","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/29/2019","AQS","350130021","1","33","ppb","31","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/30/2019","AQS","350130021","1","49","ppb","46","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"01/31/2019","AQS","350130021","1","30","ppb","28","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/01/2019","AQS","350130021","1","26","ppb","25","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/02/2019","AQS","350130021","1","16","ppb","15","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/03/2019","AQS","350130021","1","15","ppb","14","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/04/2019","AQS","350130021","1","18","ppb","17","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/05/2019","AQS","350130021","1","9","ppb","8","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/06/2019","AQS","350130021","1","7","ppb","7","6ZM Desert View","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/07/2019","AQS","350130021","1","25","ppb","24","6ZM Desert View","20","83.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/08/2019","AQS","350130021","1","33","ppb","31","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/09/2019","AQS","350130021","1","32","ppb","30","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/10/2019","AQS","350130021","1","21","ppb","20","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/11/2019","AQS","350130021","1","16","ppb","15","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/12/2019","AQS","350130021","1","44","ppb","42","6ZM Desert View","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/13/2019","AQS","350130021","1","44","ppb","42","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/14/2019","AQS","350130021","1","12","ppb","11","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/15/2019","AQS","350130021","1","5","ppb","5","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/16/2019","AQS","350130021","1","10","ppb","9","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/17/2019","AQS","350130021","1","10","ppb","9","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/18/2019","AQS","350130021","1","37","ppb","35","6ZM Desert View","20","83.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/19/2019","AQS","350130021","1","13","ppb","12","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/20/2019","AQS","350130021","1","39","ppb","37","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/21/2019","AQS","350130021","1","36","ppb","34","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/22/2019","AQS","350130021","1","30","ppb","28","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/23/2019","AQS","350130021","1","7","ppb","7","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/24/2019","AQS","350130021","1","42","ppb","40","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/25/2019","AQS","350130021","1","26","ppb","25","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/26/2019","AQS","350130021","1","15","ppb","14","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/27/2019","AQS","350130021","1","20","ppb","19","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"02/28/2019","AQS","350130021","1","22","ppb","21","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/01/2019","AQS","350130021","1","13","ppb","12","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/02/2019","AQS","350130021","1","9","ppb","8","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/03/2019","AQS","350130021","1","10","ppb","9","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/04/2019","AQS","350130021","1","17","ppb","16","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/05/2019","AQS","350130021","1","21","ppb","20","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/06/2019","AQS","350130021","1","20","ppb","19","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/08/2019","AQS","350130021","1","13","ppb","12","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/09/2019","AQS","350130021","1","16","ppb","15","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/10/2019","AQS","350130021","1","34","ppb","32","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/11/2019","AQS","350130021","1","29","ppb","27","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/12/2019","AQS","350130021","1","14","ppb","13","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/13/2019","AQS","350130021","1","11","ppb","10","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/14/2019","AQS","350130021","1","11","ppb","10","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/15/2019","AQS","350130021","1","5","ppb","5","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/16/2019","AQS","350130021","1","10","ppb","9","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/17/2019","AQS","350130021","1","15","ppb","14","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/18/2019","AQS","350130021","1","17","ppb","16","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/19/2019","AQS","350130021","1","27","ppb","25","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/20/2019","AQS","350130021","1","44","ppb","42","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/21/2019","AQS","350130021","1","16","ppb","15","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/22/2019","AQS","350130021","1","17","ppb","16","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/23/2019","AQS","350130021","1","10","ppb","9","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/24/2019","AQS","350130021","1","13","ppb","12","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/25/2019","AQS","350130021","1","29","ppb","27","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/26/2019","AQS","350130021","1","8","ppb","8","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/27/2019","AQS","350130021","1","18","ppb","17","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/28/2019","AQS","350130021","1","16","ppb","15","6ZM Desert View","21","88.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/29/2019","AQS","350130021","1","12","ppb","11","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/30/2019","AQS","350130021","1","14","ppb","13","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"03/31/2019","AQS","350130021","1","5","ppb","5","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/01/2019","AQS","350130021","1","61","ppb","58","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/02/2019","AQS","350130021","1","67","ppb","65","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/03/2019","AQS","350130021","1","6","ppb","6","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/04/2019","AQS","350130021","1","44","ppb","42","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/05/2019","AQS","350130021","1","24","ppb","23","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/06/2019","AQS","350130021","1","11","ppb","10","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/07/2019","AQS","350130021","1","12","ppb","11","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/08/2019","AQS","350130021","1","12","ppb","11","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/09/2019","AQS","350130021","1","7","ppb","7","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/10/2019","AQS","350130021","1","5","ppb","5","6ZM Desert View","20","83.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/16/2019","AQS","350130021","1","11","ppb","10","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/17/2019","AQS","350130021","1","6","ppb","6","6ZM Desert View","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/19/2019","AQS","350130021","1","31","ppb","29","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/20/2019","AQS","350130021","1","48","ppb","45","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/21/2019","AQS","350130021","1","3","ppb","3","6ZM Desert View","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/22/2019","AQS","350130021","1","13","ppb","12","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/23/2019","AQS","350130021","1","14","ppb","13","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/24/2019","AQS","350130021","1","12","ppb","11","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/25/2019","AQS","350130021","1","27","ppb","25","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/26/2019","AQS","350130021","1","15","ppb","14","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/27/2019","AQS","350130021","1","7","ppb","7","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/28/2019","AQS","350130021","1","6","ppb","6","6ZM Desert View","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
"04/29/2019","AQS","350130021","1","12","ppb","11","6ZM Desert View","24","100.0000","42602","Nitrogen dioxide (NO2)","074","29740","Las Cruces, NM","35","New Mexico","013","Dona Ana","31.796218122","-106.584433773"
